zip_code,stab,complaint_volume,total_population,median_age,total_housing_units,avg_pct_broadband_25_3,avg_pct_broadband_100_20
79261,TX,0.0,351,35.6,351,3.0,3.0
79311,TX,1.0,3533,39.6,3533,3.0,3.0
79312,TX,0.0,1114,37.6,1114,3.0,3.0
79313,TX,2.0,1537,38.2,1537,3.0,3.0
79314,TX,0.0,120,31.5,120,3.0,3.0
79316,TX,2.0,9907,36.2,9907,4.0,4.0
79322,TX,0.0,1945,35.7,1945,3.0,3.0
79323,TX,1.0,7115,34.5,7115,3.0,3.0
79324,TX,0.0,37,9.9,37,0.0,0.0
79325,TX,2.0,2204,32.4,2204,3.0,3.0
79326,TX,0.0,71,59.1,71,0.0,0.0
79329,TX,2.0,3549,39.9,3549,3.0,3.0
79330,TX,0.0,113,31.3,113,0.0,0.0
79331,TX,3.0,11751,34.8,11751,7.0,7.0
79336,TX,7.0,15265,35.4,15265,7.1707,7.1707
79339,TX,0.0,6707,34.9,6707,4.0,4.0
79342,TX,0.0,282,56.8,282,3.0,3.0
79343,TX,0.0,1309,43.7,1309,3.0,3.0
79344,TX,0.0,0,,0,0.0,0.0
79345,TX,0.0,1085,33.1,1085,3.0,3.0
79346,TX,0.0,1788,39.7,1788,3.0,3.0
79347,TX,0.0,7264,33.7,7264,4.0,4.0
79350,TX,0.0,291,47.8,291,1.3563,1.3563
79351,TX,0.0,1047,38.8,1047,3.0,3.0
79353,TX,0.0,31,33.5,31,0.0,0.0
79355,TX,0.0,1642,25.6,1642,3.0,3.0
79356,TX,3.0,5362,38.9,5362,3.0,3.0
79357,TX,0.0,1883,39.5,1883,3.0,3.0
79358,TX,0.0,1458,29.9,1458,3.0,3.0
79359,TX,0.0,3465,35.8,3465,3.0,3.0
79360,TX,2.0,17284,28.2,17284,4.0,4.0
79363,TX,5.0,5831,38.8,5831,4.0,4.0
79364,TX,1.0,7135,35.5,7135,4.0,4.0
79366,TX,0.0,1081,53.2,1081,3.0,3.0
79367,TX,0.0,602,30.0,602,3.0,3.0
79369,TX,0.0,41,67.5,41,3.0,3.0
79370,TX,0.0,1217,46.8,1217,3.0,3.0
79371,TX,1.0,1464,32.4,1464,3.0,3.0
79372,TX,1.0,1472,37.2,1472,2.8293,2.8293
79373,TX,0.0,3021,38.9,3021,3.0,3.0
79376,TX,0.0,10,,10,0.0,0.0
79377,TX,0.0,294,26.2,294,3.0,3.0
79378,TX,0.0,306,36.8,306,3.0,3.0
79379,TX,0.0,680,37.9,680,3.0,3.0
79380,TX,0.0,89,39.5,89,3.0,3.0
79381,TX,0.0,1457,32.7,1457,5.3097,5.3097
79382,TX,8.0,10300,31.2,10300,3.0004,3.0004
79383,TX,0.0,47,27.9,47,0.6903,0.6903
79401,TX,4.0,8641,23.2,8641,0.1364,0.1364
79403,TX,9.0,15941,36.6,15941,1.7211999999999998,1.7211999999999998
79404,TX,1.0,8686,41.2,8686,3.124,3.124
79406,TX,0.0,7738,19.2,7738,0.1064,0.1064
79407,TX,22.0,22467,29.9,22467,0.3008,0.3008
79410,TX,3.0,10425,27.1,10425,0.134,0.134
79411,TX,0.0,6380,31.2,6380,0.1136,0.1136
79412,TX,6.0,15275,34.7,15275,0.2308,0.2308
79413,TX,10.0,23464,30.4,23464,0.326,0.326
79414,TX,13.0,17471,29.2,17471,0.2728,0.2728
79415,TX,7.0,16765,27.6,16765,0.3261,0.3261
79416,TX,17.0,36461,28.6,36461,0.5256,0.5256
79423,TX,49.0,44357,34.7,44357,0.5476,0.5476
79424,TX,50.0,52336,39.2,52336,0.778,0.778
79501,TX,5.0,2635,40.3,2635,3.0,3.0
79502,TX,0.0,1123,46.6,1123,3.0,3.0
79503,TX,0.0,187,45.5,187,0.0,0.0
79504,TX,0.0,2995,45.4,2995,3.0,3.0
79505,TX,0.0,236,31.4,236,3.0,3.0
79506,TX,0.0,491,59.4,491,3.0,3.0
79508,TX,0.0,982,47.5,982,3.0,3.0
79510,TX,0.0,8135,39.2,8135,3.0,3.0
79511,TX,1.0,1739,16.0,1739,3.6784,3.6784
79512,TX,1.0,7672,36.4,7672,7.0,7.0
79517,TX,0.0,114,53.9,114,3.0,3.0
79518,TX,0.0,115,60.7,115,3.0,3.0
79519,TX,0.0,101,49.9,101,0.0,0.0
79520,TX,4.0,2576,35.6,2576,3.0,3.0
79521,TX,2.0,3470,44.2,3470,3.0342,3.0342
79525,TX,5.0,2926,49.0,2926,3.0,3.0
79526,TX,0.0,978,37.8,978,3.0,3.0
79527,TX,0.0,179,36.9,179,0.0,0.0
79528,TX,0.0,568,55.2,568,3.0,3.0
79529,TX,0.0,1052,49.4,1052,3.0,3.0
79530,TX,0.0,436,44.3,436,3.0,3.0
79532,TX,0.0,1014,39.3,1014,3.0,3.0
79533,TX,0.0,525,36.0,525,3.0,3.0
79534,TX,0.0,322,45.4,322,3.0,3.0
79535,TX,0.0,133,57.2,133,0.0,0.0
79536,TX,1.0,6080,31.8,6080,3.0588,3.0588
79537,TX,0.0,60,44.7,60,0.0,0.0
79538,TX,0.0,227,50.7,227,3.0,3.0
79539,TX,0.0,218,33.4,218,3.0,3.0
79540,TX,0.0,82,51.4,82,0.0,0.0
79541,TX,2.0,1432,33.2,1432,0.0,0.0
79543,TX,0.0,1138,35.9,1138,3.0,3.0
79544,TX,0.0,440,36.8,440,3.0,3.0
79545,TX,0.0,1778,32.6,1778,3.0,3.0
79546,TX,1.0,1662,44.0,1662,3.0,3.0
79547,TX,0.0,869,45.7,869,3.0,3.0
79548,TX,0.0,153,45.9,153,0.0,0.0
79549,TX,6.0,15505,36.2,15505,4.0,4.0
79553,TX,0.0,3071,34.3,3071,2.9658,2.9658
79556,TX,22.0,12593,36.6,12593,4.0,4.0
79560,TX,1.0,23,34.8,23,3.0,3.0
79561,TX,0.0,556,49.0,556,3.0,3.0
79562,TX,1.0,4567,35.7,4567,3.0,3.0
79563,TX,1.0,925,45.9,925,2.6379,2.6379
79565,TX,0.0,351,44.8,351,3.0,3.0
79566,TX,0.0,195,57.7,195,3.0,3.0
79567,TX,1.0,2924,41.8,2924,3.0,3.0
79601,TX,9.0,26917,29.9,26917,0.7696,0.7696
79602,TX,11.0,26588,37.5,26588,4.6096,4.6096
79603,TX,17.0,23876,35.0,23876,5.0408,5.0408
79605,TX,17.0,28257,34.6,28257,0.9664,0.9664
79606,TX,14.0,29428,33.5,29428,0.8168,0.8168
79607,TX,2.0,3636,22.9,3636,0.0952,0.0952
79699,TX,0.0,121,19.9,121,0.0056,0.0056
79701,TX,19.0,27678,32.0,27678,0.8868,0.8868
79703,TX,1.0,20638,32.0,20638,0.6384,0.6384
79705,TX,29.0,44516,31.4,44516,1.2092,1.2092
79706,TX,18.0,32605,35.2,32605,0.1948,0.1948
79707,TX,25.0,39881,32.6,39881,1.0708,1.0708
79713,TX,0.0,962,30.2,962,3.0,3.0
79714,TX,3.0,18518,33.1,18518,8.0,8.0
79718,TX,0.0,589,45.3,589,3.0,3.0
79719,TX,0.0,193,48.6,193,3.0,3.0
79720,TX,32.0,30432,37.9,30432,8.0676,8.0676
79721,TX,1.0,466,39.8,466,0.254,0.254
79730,TX,1.0,127,18.5,127,3.0,3.0
79731,TX,0.0,4319,38.1,4319,3.0,3.0
79733,TX,0.0,439,27.4,439,3.0,3.0
79734,TX,5.0,1616,58.1,1616,3.0,3.0
79735,TX,2.0,12962,37.5,12962,4.0,4.0
79738,TX,0.0,426,27.0,426,3.0,3.0
79739,TX,0.0,862,36.5,862,3.0,3.0
79741,TX,0.0,215,42.2,215,3.0,3.0
79742,TX,0.0,593,24.5,593,3.0,3.0
79743,TX,0.0,278,36.3,278,3.0,3.0
79744,TX,1.0,1630,32.2,1630,3.0,3.0
79745,TX,2.0,6160,37.6,6160,4.0,4.0
79748,TX,0.0,387,24.7,387,0.0,0.0
79749,TX,0.0,557,38.8,557,0.0,0.0
79752,TX,0.0,1880,40.6,1880,3.0,3.0
79754,TX,0.0,54,68.9,54,3.0,3.0
79755,TX,0.0,37,22.5,37,0.0,0.0
79756,TX,5.0,9558,36.2,9558,11.0,11.0
79758,TX,0.0,2568,34.5,2568,3.0,3.0
79759,TX,0.0,0,,0,0.0,0.0
79761,TX,8.0,30243,30.4,30243,1.0552,1.0552
79762,TX,7.0,40141,31.4,40141,1.3028,1.3028
79763,TX,7.0,34878,32.9,34878,2.9924,2.9924
79764,TX,4.0,26805,32.4,26805,1.9336000000000002,1.9336000000000002
79765,TX,7.0,24125,30.2,24125,0.6884,0.6884
79766,TX,3.0,10712,30.9,10712,0.028,0.028
79769,TX,0.0,0,,0,0.0,0.0
79770,TX,0.0,0,,0,0.0,0.0
79772,TX,6.0,12547,34.1,12547,8.0,8.0
79776,TX,0.0,0,,0,0.0,0.0
79777,TX,0.0,101,35.8,101,3.0,3.0
79778,TX,0.0,1299,44.4,1299,3.0,3.0
79780,TX,0.0,70,54.2,70,0.0,0.0
79781,TX,0.0,107,66.1,107,3.0,3.0
79782,TX,0.0,3831,37.4,3831,3.0,3.0
79783,TX,0.0,46,35.0,46,0.0,0.0
79785,TX,0.0,34,72.2,34,3.0,3.0
79788,TX,0.0,789,26.3,789,3.0,3.0
79789,TX,1.0,1380,29.7,1380,3.0,3.0
79821,TX,2.0,6550,35.9,6550,6.8269,6.8269
79830,TX,2.0,7672,45.2,7672,3.688,3.688
79832,TX,0.0,233,19.6,233,0.312,0.312
79834,TX,0.0,373,30.0,373,0.0,0.0
79835,TX,2.0,12289,35.7,12289,7.1373,7.1373
79836,TX,0.0,7481,29.2,7481,8.0005,8.0005
79837,TX,0.0,203,31.9,203,3.0,3.0
79838,TX,2.0,4813,44.5,4813,4.0,4.0
79839,TX,0.0,1163,26.2,1163,6.0,6.0
79842,TX,0.0,273,57.7,273,3.0,3.0
79843,TX,0.0,2578,54.1,2578,3.0,3.0
79845,TX,0.0,3326,22.9,3326,3.0,3.0
79846,TX,0.0,139,,139,3.0,3.0
79847,TX,0.0,181,51.4,181,0.0,0.0
79848,TX,0.0,804,60.3,804,3.0,3.0
79849,TX,1.0,13582,28.1,13582,4.0021,4.0021
79851,TX,0.0,1386,33.2,1386,3.0,3.0
79852,TX,0.0,614,41.2,614,6.0,6.0
79853,TX,0.0,2964,35.6,2964,3.0,3.0
79854,TX,0.0,124,70.2,124,3.0,3.0
79855,TX,0.0,2159,47.7,2159,3.0,3.0
79901,TX,5.0,8321,46.1,8321,0.07400000000000001,0.07400000000000001
79902,TX,9.0,18529,39.5,18529,0.14800000000000002,0.14800000000000002
79903,TX,1.0,15120,42.3,15120,0.121,0.121
79904,TX,6.0,33022,33.1,33022,0.23199999999999998,0.23199999999999998
79905,TX,5.0,22062,34.1,22062,0.16549999999999998,0.16549999999999998
79906,TX,0.0,6061,21.3,6061,1.7697,1.7697
79907,TX,6.0,47850,36.6,47850,0.3755,0.3755
79908,TX,0.0,4253,19.3,4253,1.033,1.033
79911,TX,4.0,9107,35.4,9107,0.059,0.059
79912,TX,16.0,79126,33.5,79126,0.5795,0.5795
79915,TX,4.0,34731,41.1,34731,0.2595,0.2595
79916,TX,2.0,3109,22.3,3109,1.0565,1.0565
79918,TX,0.0,268,21.8,268,0.1284,0.1284
79920,TX,0.0,28,21.0,28,0.0005,0.0005
79922,TX,3.0,7162,41.0,7162,0.06,0.06
79924,TX,12.0,60399,34.6,60399,0.4325,0.4325
79925,TX,15.0,40241,33.6,40241,0.283,0.283
79927,TX,8.0,43126,34.4,43126,5.0339,5.0339
79928,TX,13.0,82792,29.6,82792,12.0805,12.0805
79930,TX,14.0,25484,33.9,25484,0.18100000000000002,0.18100000000000002
79932,TX,6.0,29524,35.8,29524,3.2542999999999997,3.2542999999999997
79934,TX,2.0,27347,29.5,27347,0.2165,0.2165
79935,TX,3.0,19073,36.8,19073,0.129,0.129
79936,TX,27.0,104427,35.4,104427,0.7745000000000001,0.7745000000000001
79938,TX,16.0,97851,29.5,97851,10.586500000000001,10.586500000000001
88430,TX,0.0,241,68.1,241,0.0,0.0
