"state","place","zcta","stab","PlaceName","ZIPName","pop20","afact"
"State code","Place code","ZIP census tabulation area","State abbr.","Place name","ZIP Code name","Total population (2020 Census)","place-to-zcta allocation factor"
"48","19000","75215","TX","Dallas city, TX","Dallas, TX",18806,0.0144 
"48","19000","75216","TX","Dallas city, TX","Dallas, TX",55759,0.0427 
"48","19000","75217","TX","Dallas city, TX","Dallas, TX",85106,0.0652 
"48","19000","75218","TX","Dallas city, TX","Dallas, TX",23136,0.0177 
"48","19000","75219","TX","Dallas city, TX","Dallas, TX",27228,0.0209 
"48","19000","75220","TX","Dallas city, TX","Dallas, TX",39627,0.0304 
"48","19000","75223","TX","Dallas city, TX","Dallas, TX",13898,0.0107 
"48","19000","75224","TX","Dallas city, TX","Dallas, TX",33766,0.0259 
"48","19000","75225","TX","Dallas city, TX","Dallas, TX",11399,0.0087 
"48","19000","75226","TX","Dallas city, TX","Dallas, TX",4535,0.0035 
"48","19000","75227","TX","Dallas city, TX","Dallas, TX",59103,0.0453 
"48","19000","75228","TX","Dallas city, TX","Dallas, TX",68130,0.0522 
"48","19000","75229","TX","Dallas city, TX","Dallas, TX",31989,0.0245 
"48","19000","75230","TX","Dallas city, TX","Dallas, TX",27810,0.0213 
"48","19000","75231","TX","Dallas city, TX","Dallas, TX",40754,0.0312 
"48","19000","75232","TX","Dallas city, TX","Dallas, TX",29311,0.0225 
"48","19000","75233","TX","Dallas city, TX","Dallas, TX",15104,0.0116 
"48","19000","75234","TX","Dallas city, TX","Dallas, TX",4034,0.0031 
"48","19000","75235","TX","Dallas city, TX","Dallas, TX",19153,0.0147 
"48","19000","75236","TX","Dallas city, TX","Dallas, TX",18384,0.0141 
"48","19000","75237","TX","Dallas city, TX","Dallas, TX",19057,0.0146 
"48","19000","75238","TX","Dallas city, TX","Dallas, TX",32801,0.0251 
"48","19000","75240","TX","Dallas city, TX","Dallas, TX",25839,0.0198 
"48","19000","75241","TX","Dallas city, TX","Dallas, TX",30752,0.0236 
"48","19000","75243","TX","Dallas city, TX","Dallas, TX",62273,0.0477 
"48","19000","75244","TX","Dallas city, TX","Dallas, TX",7704,0.0059 
"48","19000","75246","TX","Dallas city, TX","Dallas, TX",2458,0.0019 
"48","19000","75247","TX","Dallas city, TX","Dallas, TX",830,0.0006 
"48","19000","75248","TX","Dallas city, TX","Dallas, TX",38210,0.0293 
"48","19000","75249","TX","Dallas city, TX","Dallas, TX",15291,0.0117 
"48","19000","75251","TX","Dallas city, TX","Dallas, TX",3840,0.0029 
"48","19000","75252","TX","Dallas city, TX","Dallas, TX",27458,0.0211 
"48","19000","75253","TX","Dallas city, TX","Dallas, TX",24840,0.019 
"48","19000","75254","TX","Dallas city, TX","Dallas, TX",23767,0.0182 
"48","19000","75287","TX","Dallas city, TX","Dallas, TX",53181,0.0408 
"48","19084","76013","TX","Dalworthington Gardens city, TX","Arlington, TX",390,0.1701 
"48","19084","76015","TX","Dalworthington Gardens city, TX","Arlington, TX",146,0.0637 
"48","19084","76016","TX","Dalworthington Gardens city, TX","Arlington, TX",1757,0.7662 
"48","19108","77430","TX","Damon CDP, TX","Damon, TX",436,1 
"48","19120","77534","TX","Danbury city, TX","Danbury, TX",1671,1 
"48","19288","79024","TX","Darrouzett town, TX","Darrouzett, TX (PO boxes)",309,1 
"48","19420","76639","TX","Dawson town, TX","Dawson, TX",815,1 
"48","19432","77535","TX","Dayton city, TX","Dayton, TX",8777,1 
"48","19435","77535","TX","Dayton Lakes city, TX","Dayton, TX",45,1 
"48","19456","76305","TX","Dean city, TX","Wichita Falls, TX",488,1 
"48","19492","77836","TX","Deanville CDP, TX","Caldwell, TX",23,0.3651 
"48","19492","77852","TX","Deanville CDP, TX","Deanville, TX (PO boxes)",40,0.6349 
"48","19528","76234","TX","Decatur city, TX","Decatur, TX",6538,1 
"48","19570","76049","TX","DeCordova city, TX","Granbury, TX",3007,1 
"48","19624","77503","TX","Deer Park city, TX","Pasadena, TX",19,0.0006 
"48","19624","77505","TX","Deer Park city, TX","Pasadena, TX",856,0.0248 
"48","19624","77536","TX","Deer Park city, TX","Deer Park, TX",33591,0.9738 
"48","19624","77571","TX","Deer Park city, TX","La Porte, TX",29,0.0008 
"48","19632","77306","TX","Deerwood CDP, TX","Conroe, TX",1745,1 
"48","19648","75559","TX","De Kalb city, TX","De Kalb, TX",1527,1 
"48","19672","76444","TX","De Leon city, TX","De Leon, TX",2258,1 
"48","19708","79837","TX","Dell City city, TX","Dell City, TX (PO boxes)",245,1 
"48","19714","78566","TX","Del Mar Heights CDP, TX","Los Fresnos, TX",78,1 
"48","19732","78536","TX","Delmita CDP, TX","Delmita, TX",123,0.6613 
"48","19732","78591","TX","Delmita CDP, TX","Santa Elena, TX",63,0.3387 
"48","19792","78840","TX","Del Rio city, TX","Del Rio, TX",34673,1 
"48","19808","78387","TX","Del Sol CDP, TX","Sinton, TX",333,1 
"48","19900","75020","TX","Denison city, TX","Denison, TX",20948,0.8558 
"48","19900","75021","TX","Denison city, TX","Denison, TX",3531,0.1442 
"48","19924","76439","TX","Dennis CDP, TX","Dennis, TX (PO boxes)",28,0.0385 
"48","19924","76462","TX","Dennis CDP, TX","Lipan, TX",699,0.9615 
"48","19972","76201","TX","Denton city, TX","Denton, TX",27610,0.1974 
"48","19972","76203","TX","Denton city, TX","Denton, TX (PO boxes)",224,0.0016 
"48","19972","76205","TX","Denton city, TX","Denton, TX",18969,0.1356 
"48","19972","76207","TX","Denton city, TX","Denton, TX",14392,0.1029 
"48","19972","76208","TX","Denton city, TX","Denton, TX",18129,0.1296 
"48","19972","76209","TX","Denton city, TX","Denton, TX",28088,0.2008 
"48","19972","76210","TX","Denton city, TX","Denton, TX",26495,0.1894 
"48","19972","76226","TX","Denton city, TX","Argyle, TX",5445,0.0389 
"48","19972","76227","TX","Denton city, TX","Aubrey, TX",84,0.0006 
"48","19972","76249","TX","Denton city, TX","Krum, TX",320,0.0023 
"48","19972","76259","TX","Denton city, TX","Ponder, TX",13,0.0001 
"48","19972","76266","TX","Denton city, TX","Sanger, TX",100,0.0007 
"48","19984","79323","TX","Denver City town, TX","Denver City, TX",4470,1 
"48","20020","75435","TX","Deport city, TX","Deport, TX",550,1 
"48","20092","75115","TX","DeSoto city, TX","Desoto, TX",56118,0.9995 
"48","20092","75232","TX","DeSoto city, TX","Dallas, TX",27,0.0005 
"48","20128","75436","TX","Detroit town, TX","Detroit, TX",704,1 
"48","20140","77538","TX","Devers city, TX","Devers, TX",350,0.9695 
"48","20140","77582","TX","Devers city, TX","Raywood, TX (PO boxes)",11,0.0305 
"48","20152","78016","TX","Devine city, TX","Devine, TX",4324,1 
"48","20212","77614","TX","Deweyville CDP, TX","Deweyville, TX (PO boxes)",468,0.8196 
"48","20212","77632","TX","Deweyville CDP, TX","Orange, TX",103,0.1804 
"48","20248","78850","TX","DHanis CDP, TX","D Hanis, TX",573,0.7299 
"48","20248","78861","TX","DHanis CDP, TX","Hondo, TX",212,0.2701 
"48","20308","75941","TX","Diboll city, TX","Diboll, TX",4457,1 
"48","20332","79229","TX","Dickens city, TX","Dickens, TX",219,1 
"48","20344","77539","TX","Dickinson city, TX","Dickinson, TX",20847,1 
"48","20428","78017","TX","Dilley city, TX","Dilley, TX",3274,1 
"48","20452","77853","TX","Dime Box CDP, TX","Dime Box, TX",207,1 
"48","20464","79027","TX","Dimmitt city, TX","Dimmitt, TX",4171,1 
"48","20540","76247","TX","DISH town, TX","Justin, TX",437,1 
"48","20680","75438","TX","Dodd City town, TX","Dodd City, TX",369,1 
"48","20716","79230","TX","Dodson town, TX","Dodson, TX",93,1 
"48","20734","78574","TX","Doffing CDP, TX","Mission, TX",5618,1 
"48","20848","75572","TX","Domino town, TX","Queen City, TX",71,1 
"48","20884","78537","TX","Donna city, TX","Donna, TX",16797,1 
"48","20926","78542","TX","Doolittle CDP, TX","Edinburg, TX",4061,1 
"48","20932","75092","TX","Dorchester city, TX","Sherman, TX",1,0.0145 
"48","20932","75459","TX","Dorchester city, TX","Howe, TX",68,0.9855 
"48","21028","75022","TX","Double Oak town, TX","Flower Mound, TX",125,0.0409 
"48","21028","75028","TX","Double Oak town, TX","Flower Mound, TX",87,0.0285 
"48","21028","75077","TX","Double Oak town, TX","Lewisville, TX",2842,0.9306 
"48","21112","75560","TX","Douglassville town, TX","Douglassville, TX",211,1 
"48","21310","76226","TX","Draper town, TX","Argyle, TX",33,1 
"48","21412","78619","TX","Driftwood CDP, TX","Driftwood, TX",106,1 
"48","21424","78619","TX","Dripping Springs city, TX","Driftwood, TX",97,0.0209 
"48","21424","78620","TX","Dripping Springs city, TX","Dripping Springs, TX",4232,0.9101 
"48","21424","78737","TX","Dripping Springs city, TX","Austin, TX",321,0.069 
"48","21436","78351","TX","Driscoll city, TX","Driscoll, TX (PO boxes)",569,0.8368 
"48","21436","78380","TX","Driscoll city, TX","Robstown, TX",111,0.1632 
"48","21484","76446","TX","Dublin city, TX","Dublin, TX",3359,1 
"48","21556","79029","TX","Dumas city, TX","Dumas, TX",14501,1 
"48","21628","75115","TX","Duncanville city, TX","Desoto, TX",46,0.0011 
"48","21628","75116","TX","Duncanville city, TX","Duncanville, TX",20656,0.5074 
"48","21628","75137","TX","Duncanville city, TX","Duncanville, TX",20003,0.4914 
"48","21628","75236","TX","Duncanville city, TX","Dallas, TX",1,0 
"48","21844","77434","TX","Eagle Lake city, TX","Eagle Lake, TX",3442,1 
"48","21892","78852","TX","Eagle Pass city, TX","Eagle Pass, TX",28130,1 
"48","21904","76802","TX","Early city, TX","Early, TX",3087,1 
"48","21928","79031","TX","Earth city, TX","Earth, TX",901,1 
"48","21958","78582","TX","East Alto Bonito CDP, TX","Rio Grande City, TX",905,1 
"48","21988","77435","TX","East Bernard city, TX","East Bernard, TX",2218,1 
"48","22000","77486","TX","East Columbia CDP, TX","West Columbia, TX",128,1 
"48","22132","76448","TX","Eastland city, TX","Eastland, TX",3609,1 
"48","22168","75604","TX","East Mountain city, TX","Longview, TX",195,0.2169 
"48","22168","75645","TX","East Mountain city, TX","Gilmer, TX",543,0.604 
"48","22168","75647","TX","East Mountain city, TX","Gladewater, TX",161,0.1791 
"48","22192","75603","TX","Easton city, TX","Longview, TX",360,0.7214 
"48","22192","75641","TX","Easton city, TX","Easton, TX (PO boxes)",139,0.2786 
"48","22276","75453","TX","East Tawakoni city, TX","Lone Oak, TX",8,0.0097 
"48","22276","75472","TX","East Tawakoni city, TX","Point, TX",816,0.9903 
"48","22516","75439","TX","Ector city, TX","Ector, TX",737,1 
"48","22528","78538","TX","Edcouch city, TX","Edcouch, TX",2732,1 
"48","22552","76837","TX","Eden city, TX","Eden, TX",1100,1 
"48","22588","76134","TX","Edgecliff Village town, TX","Fort Worth, TX",3788,1 
"48","22593","78368","TX","Edgewater Estates CDP, TX","Mathis, TX",71,1 
"48","22612","75117","TX","Edgewood town, TX","Edgewood, TX",1530,1 
"48","22660","78539","TX","Edinburg city, TX","Edinburg, TX",37682,0.3759 
"48","22660","78541","TX","Edinburg city, TX","Edinburg, TX",33570,0.3349 
"48","22660","78542","TX","Edinburg city, TX","Edinburg, TX",28991,0.2892 
"48","22708","79032","TX","Edmonson town, TX","Edmonson, TX (PO boxes)",86,1 
"48","22720","77957","TX","Edna city, TX","Edna, TX",5987,1 
"48","22744","75754","TX","Edom city, TX","Ben Wheeler, TX",214,0.6313 
"48","22744","75756","TX","Edom city, TX","Brownsboro, TX",125,0.3687 
"48","22768","78352","TX","Edroy CDP, TX","Edroy, TX (PO boxes)",215,0.5095 
"48","22768","78370","TX","Edroy CDP, TX","Odem, TX",207,0.4905 
"48","22810","78852","TX","Eidson Road CDP, TX","Eagle Pass, TX",9461,1 
"48","22840","76372","TX","Elbert CDP, TX","Newcastle, TX",29,1 
"48","22853","78582","TX","El Brazil CDP, TX","Rio Grande City, TX",53,1 
"48","22858","78586","TX","El Camino Angosto CDP, TX","San Benito, TX",186,1 
"48","22864","77437","TX","El Campo city, TX","El Campo, TX",12350,1 
"48","22892","78582","TX","El Castillo CDP, TX","Rio Grande City, TX",219,1 
"48","22898","78582","TX","El Cenizo CDP, TX","Rio Grande City, TX",273,1 
"48","22905","78046","TX","El Cenizo city, TX","Laredo, TX",2540,1 
"48","22920","78582","TX","El Chaparral CDP, TX","Rio Grande City, TX",467,1 
"48","22960","76936","TX","Eldorado city, TX","Eldorado, TX",1574,1 
"48","22984","76360","TX","Electra city, TX","Electra, TX",2292,1 
"48","23044","78621","TX","Elgin city, TX","Elgin, TX",9784,1 
"48","23062","78582","TX","Elias-Fela Solis CDP, TX","Rio Grande City, TX",17,1 
"48","23080","78860","TX","El Indio CDP, TX","El Indio, TX (PO boxes)",182,1 
"48","23140","75839","TX","Elkhart town, TX","Elkhart, TX",1287,1 
"48","23164","77586","TX","El Lago city, TX","Seabrook, TX",3090,1 
"48","23254","78852","TX","Elm Creek CDP, TX","Eagle Pass, TX",2884,1 
"48","23272","78112","TX","Elmendorf city, TX","Elmendorf, TX",1861,0.9995 
"48","23272","78223","TX","Elmendorf city, TX","San Antonio, TX",1,0.0005 
"48","23278","78582","TX","El Mesquite CDP, TX","Rio Grande City, TX",50,1 
"48","23356","75161","TX","Elmo CDP, TX","Terrell, TX",803,1 
"48","23398","78582","TX","E. Lopez CDP, TX","Rio Grande City, TX",136,1 
"48","24000","79835","TX","El Paso city, TX","Canutillo, TX",419,0.0006 
"48","24000","79901","TX","El Paso city, TX","El Paso, TX",10027,0.0148 
"48","24000","79902","TX","El Paso city, TX","El Paso, TX",20071,0.0296 
"48","24000","79903","TX","El Paso city, TX","El Paso, TX",16425,0.0242 
"48","24000","79904","TX","El Paso city, TX","El Paso, TX",31491,0.0464 
"48","24000","79905","TX","El Paso city, TX","El Paso, TX",22483,0.0331 
"48","24000","79906","TX","El Paso city, TX","El Paso, TX",361,0.0005 
"48","24000","79907","TX","El Paso city, TX","El Paso, TX",50971,0.0751 
"48","24000","79908","TX","El Paso city, TX","El Paso, TX",689,0.001 
"48","24000","79911","TX","El Paso city, TX","El Paso, TX",8023,0.0118 
"48","24000","79912","TX","El Paso city, TX","El Paso, TX",78652,0.1159 
"48","24000","79915","TX","El Paso city, TX","El Paso, TX",35234,0.0519 
"48","24000","79916","TX","El Paso city, TX","Fort Bliss, TX",45,0.0001 
"48","24000","79920","TX","El Paso city, TX","El Paso, TX (PO boxes)",51,0.0001 
"48","24000","79922","TX","El Paso city, TX","El Paso, TX",8120,0.012 
"48","24000","79924","TX","El Paso city, TX","El Paso, TX",58721,0.0865 
"48","24000","79925","TX","El Paso city, TX","El Paso, TX",38422,0.0566 
"48","24000","79927","TX","El Paso city, TX","El Paso, TX",5163,0.0076 
"48","24000","79928","TX","El Paso city, TX","El Paso, TX",10721,0.0158 
"48","24000","79930","TX","El Paso city, TX","El Paso, TX",24553,0.0362 
"48","24000","79932","TX","El Paso city, TX","El Paso, TX",29235,0.0431 
"48","24000","79934","TX","El Paso city, TX","El Paso, TX",29386,0.0433 
"48","24000","79935","TX","El Paso city, TX","El Paso, TX",17534,0.0258 
"48","24000","79936","TX","El Paso city, TX","El Paso, TX",105134,0.1549 
"48","24000","79938","TX","El Paso city, TX","El Paso, TX",76884,0.1133 
"48","24013","78582","TX","El Quiote CDP, TX","Rio Grande City, TX",226,1 
"48","24015","78582","TX","El Rancho Vela CDP, TX","Rio Grande City, TX",254,1 
"48","24018","78582","TX","El Refugio CDP, TX","Rio Grande City, TX",407,1 
"48","24036","78543","TX","Elsa city, TX","Elsa, TX (PO boxes)",5668,1 
"48","24055","78582","TX","El Socio CDP, TX","Rio Grande City, TX",104,1 
"48","24158","75757","TX","Emerald Bay CDP, TX","Bullard, TX",1146,1 
"48","24168","75110","TX","Emhouse town, TX","Corsicana, TX",187,1 
"48","24216","75440","TX","Emory city, TX","Emory, TX",1251,1 
"48","24223","78586","TX","Encantada-Ranchito-El Calaboz CDP, TX","San Benito, TX",1981,1 
"48","24228","75156","TX","Enchanted Oaks town, TX","Mabank, TX",347,1 
"48","24240","78019","TX","Encinal city, TX","Encinal, TX (PO boxes)",540,1 
"48","24252","78353","TX","Encino CDP, TX","Encino, TX",109,1 
"48","24348","75119","TX","Ennis city, TX","Ennis, TX",20141,0.9991 
"48","24348","75165","TX","Ennis city, TX","Waxahachie, TX",18,0.0009 
"48","24552","78582","TX","Escobares city, TX","Rio Grande City, TX",8,0.0031 
"48","24552","78584","TX","Escobares city, TX","Roma, TX",2580,0.9969 
"48","24636","79233","TX","Estelline town, TX","Estelline, TX (PO boxes)",121,1 
"48","24738","78582","TX","Eugenio Saenz CDP, TX","Rio Grande City, TX",182,1 
"48","24768","76039","TX","Euless city, TX","Euless, TX",39997,0.6553 
"48","24768","76040","TX","Euless city, TX","Euless, TX",20977,0.3437 
"48","24768","76053","TX","Euless city, TX","Hurst, TX",58,0.001 
"48","24816","75109","TX","Eureka city, TX","Corsicana, TX",313,1 
"48","24828","75124","TX","Eustace city, TX","Eustace, TX",1137,1 
"48","24840","77612","TX","Evadale CDP, TX","Buna, TX",932,0.748 
"48","24840","77615","TX","Evadale CDP, TX","Evadale, TX (PO boxes)",314,0.252 
"48","24864","76525","TX","Evant town, TX","Evant, TX",455,1 
"48","24894","78584","TX","Evergreen CDP, TX","Roma, TX",80,1 
"48","24912","76140","TX","Everman city, TX","Fort Worth, TX",6154,1 
"48","25032","79838","TX","Fabens CDP, TX","Fabens, TX (PO boxes)",7498,1 
"48","25038","78852","TX","Fabrica CDP, TX","Eagle Pass, TX",772,1 
"48","25068","77461","TX","Fairchilds village, TX","Needville, TX",228,0.2639 
"48","25068","77469","TX","Fairchilds village, TX","Richmond, TX",636,0.7361 
"48","25104","75840","TX","Fairfield city, TX","Fairfield, TX",2850,1 
"48","25168","78015","TX","Fair Oaks Ranch city, TX","Boerne, TX",9833,1 
"48","25224","75002","TX","Fairview town, TX","Allen, TX",5,0.0005 
"48","25224","75069","TX","Fairview town, TX","Mckinney, TX",10367,0.9995 
"48","25338","78545","TX","Falconaire CDP, TX","Falcon Heights, TX (PO boxes)",92,1 
"48","25344","78545","TX","Falcon Heights CDP, TX","Falcon Heights, TX (PO boxes)",18,1 
"48","25348","78076","TX","Falcon Lake Estates CDP, TX","Zapata, TX",962,1 
"48","25352","78076","TX","Falcon Mesa CDP, TX","Zapata, TX",523,1 
"48","25356","78545","TX","Falcon Village CDP, TX","Falcon Heights, TX (PO boxes)",3,1 
"48","25368","78355","TX","Falfurrias city, TX","Falfurrias, TX",4609,1 
"48","25392","78113","TX","Falls City city, TX","Falls City, TX",514,1 
"48","25397","78336","TX","Falman CDP, TX","Aransas Pass, TX",60,1 
"48","25404","77705","TX","Fannett CDP, TX","Beaumont, TX",2363,1 
"48","25452","75001","TX","Farmers Branch city, TX","Addison, TX",435,0.0121 
"48","25452","75229","TX","Farmers Branch city, TX","Dallas, TX",1179,0.0328 
"48","25452","75234","TX","Farmers Branch city, TX","Dallas, TX",29176,0.8106 
"48","25452","75244","TX","Farmers Branch city, TX","Dallas, TX",4872,0.1354 
"48","25452","75254","TX","Farmers Branch city, TX","Dallas, TX",329,0.0091 
"48","25488","75442","TX","Farmersville city, TX","Farmersville, TX",3612,1 
"48","25512","79033","TX","Farnsworth CDP, TX","Farnsworth, TX (PO boxes)",95,1 
"48","25548","79325","TX","Farwell city, TX","Farwell, TX",1425,1 
"48","25572","75032","TX","Fate city, TX","Rockwall, TX",190,0.0106 
"48","25572","75087","TX","Fate city, TX","Rockwall, TX",8886,0.4948 
"48","25572","75132","TX","Fate city, TX","Fate, TX (PO boxes)",135,0.0075 
"48","25572","75189","TX","Fate city, TX","Royse City, TX",8747,0.4871 
"48","25644","78940","TX","Fayetteville city, TX","Fayetteville, TX",246,1 
"48","25744","78582","TX","Fernando Salinas CDP, TX","Rio Grande City, TX",25,1 
"48","25752","75125","TX","Ferris city, TX","Ferris, TX",2787,0.9996 
"48","25752","75146","TX","Ferris city, TX","Lancaster, TX",1,0.0004 
"48","25795","77477","TX","Fifth Street CDP, TX","Stafford, TX",2284,1 
"48","26004","76528","TX","Flat CDP, TX","Gatesville, TX",157,1 
"48","26028","78941","TX","Flatonia town, TX","Flatonia, TX",1308,1 
"48","26130","78582","TX","Flor del Rio CDP, TX","Rio Grande City, TX",101,1 
"48","26136","76527","TX","Florence city, TX","Florence, TX",1171,1 
"48","26160","78114","TX","Floresville city, TX","Floresville, TX",7203,1 
"48","26220","78355","TX","Flowella CDP, TX","Falfurrias, TX",117,1 
"48","26232","75022","TX","Flower Mound town, TX","Flower Mound, TX",26429,0.348 
"48","26232","75028","TX","Flower Mound town, TX","Flower Mound, TX",46743,0.6154 
"48","26232","75077","TX","Flower Mound town, TX","Lewisville, TX",413,0.0054 
"48","26232","76226","TX","Flower Mound town, TX","Argyle, TX",1906,0.0251 
"48","26232","76262","TX","Flower Mound town, TX","Roanoke, TX",465,0.0061 
"48","26268","79235","TX","Floydada city, TX","Floydada, TX",2675,1 
"48","26280","79517","TX","Fluvanna CDP, TX","Fluvanna, TX",78,1 
"48","26328","79034","TX","Follett city, TX","Follett, TX",373,1 
"48","26516","77632","TX","Forest Heights CDP, TX","Orange, TX",1329,1 
"48","26544","76119","TX","Forest Hill city, TX","Fort Worth, TX",7249,0.5195 
"48","26544","76140","TX","Forest Hill city, TX","Fort Worth, TX",6706,0.4805 
"48","26604","75126","TX","Forney city, TX","Forney, TX",23455,1 
"48","26640","79733","TX","Forsan city, TX","Forsan, TX (PO boxes)",225,1 
"48","26664","79906","TX","Fort Bliss CDP, TX","El Paso, TX",4975,0.4418 
"48","26664","79908","TX","Fort Bliss CDP, TX","El Paso, TX",2894,0.257 
"48","26664","79916","TX","Fort Bliss CDP, TX","Fort Bliss, TX",2973,0.264 
"48","26664","79918","TX","Fort Bliss CDP, TX","Fort Bliss, TX",362,0.0321 
"48","26664","79938","TX","Fort Bliss CDP, TX","El Paso, TX",56,0.005 
"48","26680","78832","TX","Fort Clark Springs CDP, TX","Brackettville, TX",1215,1 
"48","26688","79734","TX","Fort Davis CDP, TX","Fort Davis, TX",1024,1 
"48","26724","79839","TX","Fort Hancock CDP, TX","Fort Hancock, TX",1052,1 
"48","26736","76541","TX","Fort Hood CDP, TX","Killeen, TX",42,0.0015 
"48","26736","76544","TX","Fort Hood CDP, TX","Fort Hood, TX",28253,0.9985 
"48","26808","79735","TX","Fort Stockton city, TX","Fort Stockton, TX",8466,1 
"48","27000","76006","TX","Fort Worth city, TX","Arlington, TX",2,0 
"48","27000","76008","TX","Fort Worth city, TX","Aledo, TX",2771,0.003 
"48","27000","76020","TX","Fort Worth city, TX","Azle, TX",16,0 
"48","27000","76028","TX","Fort Worth city, TX","Burleson, TX",5704,0.0062 
"48","27000","76036","TX","Fort Worth city, TX","Crowley, TX",5834,0.0063 
"48","27000","76040","TX","Fort Worth city, TX","Euless, TX",10793,0.0117 
"48","27000","76052","TX","Fort Worth city, TX","Haslet, TX",19098,0.0208 
"48","27000","76053","TX","Fort Worth city, TX","Hurst, TX",3575,0.0039 
"48","27000","76060","TX","Fort Worth city, TX","Kennedale, TX",2,0 
"48","27000","76102","TX","Fort Worth city, TX","Fort Worth, TX",13236,0.0144 
"48","27000","76103","TX","Fort Worth city, TX","Fort Worth, TX",15394,0.0168 
"48","27000","76104","TX","Fort Worth city, TX","Fort Worth, TX",21571,0.0235 
"48","27000","76105","TX","Fort Worth city, TX","Fort Worth, TX",23445,0.0255 
"48","27000","76106","TX","Fort Worth city, TX","Fort Worth, TX",36363,0.0396 
"48","27000","76107","TX","Fort Worth city, TX","Fort Worth, TX",30950,0.0337 
"48","27000","76108","TX","Fort Worth city, TX","Fort Worth, TX",21931,0.0239 
"48","27000","76109","TX","Fort Worth city, TX","Fort Worth, TX",23051,0.0251 
"48","27000","76110","TX","Fort Worth city, TX","Fort Worth, TX",29858,0.0325 
"48","27000","76111","TX","Fort Worth city, TX","Fort Worth, TX",20774,0.0226 
"48","27000","76112","TX","Fort Worth city, TX","Fort Worth, TX",43132,0.0469 
"48","27000","76114","TX","Fort Worth city, TX","Fort Worth, TX",11081,0.0121 
"48","27000","76115","TX","Fort Worth city, TX","Fort Worth, TX",20956,0.0228 
"48","27000","76116","TX","Fort Worth city, TX","Fort Worth, TX",47388,0.0516 
"48","27000","76117","TX","Fort Worth city, TX","Haltom City, TX",664,0.0007 
"48","27000","76118","TX","Fort Worth city, TX","Fort Worth, TX",7602,0.0083 
"48","27000","76119","TX","Fort Worth city, TX","Fort Worth, TX",43601,0.0474 
"48","27000","76120","TX","Fort Worth city, TX","Fort Worth, TX",19240,0.0209 
"48","27000","76123","TX","Fort Worth city, TX","Fort Worth, TX",37981,0.0413 
"48","27000","76126","TX","Fort Worth city, TX","Fort Worth, TX",2376,0.0026 
"48","27000","76127","TX","Fort Worth city, TX","Naval Air Station Jrb, TX",2214,0.0024 
"48","27000","76129","TX","Fort Worth city, TX","Fort Worth, TX",2579,0.0028 
"48","27000","76131","TX","Fort Worth city, TX","Fort Worth, TX",37356,0.0407 
"48","27000","76132","TX","Fort Worth city, TX","Fort Worth, TX",24456,0.0266 
"48","27000","76133","TX","Fort Worth city, TX","Fort Worth, TX",51811,0.0564 
"48","27000","76134","TX","Fort Worth city, TX","Fort Worth, TX",23551,0.0256 
"48","27000","76135","TX","Fort Worth city, TX","Fort Worth, TX",12280,0.0134 
"48","27000","76137","TX","Fort Worth city, TX","Fort Worth, TX",47619,0.0518 
"48","27000","76140","TX","Fort Worth city, TX","Fort Worth, TX",15608,0.017 
"48","27000","76155","TX","Fort Worth city, TX","Fort Worth, TX",5647,0.0061 
"48","27000","76164","TX","Fort Worth city, TX","Fort Worth, TX",15602,0.017 
"48","27000","76177","TX","Fort Worth city, TX","Fort Worth, TX",22955,0.025 
"48","27000","76179","TX","Fort Worth city, TX","Fort Worth, TX",46438,0.0505 
"48","27000","76244","TX","Fort Worth city, TX","Keller, TX",76801,0.0836 
"48","27000","76247","TX","Fort Worth city, TX","Justin, TX",5787,0.0063 
"48","27000","76262","TX","Fort Worth city, TX","Roanoke, TX",9822,0.0107 
"48","27102","77083","TX","Four Corners CDP, TX","Houston, TX",4327,0.3575 
"48","27102","77498","TX","Four Corners CDP, TX","Sugar Land, TX",7776,0.6425 
"48","27124","78045","TX","Four Points CDP, TX","Laredo, TX",10,1 
"48","27144","78021","TX","Fowlerton CDP, TX","Fowlerton, TX",73,1 
"48","27288","77856","TX","Franklin city, TX","Franklin, TX",1614,1 
"48","27300","75763","TX","Frankston town, TX","Frankston, TX",1126,1 
"48","27348","78624","TX","Fredericksburg city, TX","Fredericksburg, TX",10875,1 
"48","27420","77541","TX","Freeport city, TX","Freeport, TX",10696,1 
"48","27432","78357","TX","Freer city, TX","Freer, TX",2461,1 
"48","27540","77545","TX","Fresno CDP, TX","Fresno, TX",24273,0.9913 
"48","27540","77583","TX","Fresno CDP, TX","Rosharon, TX",213,0.0087 
"48","27648","77546","TX","Friendswood city, TX","Friendswood, TX",41174,0.9991 
"48","27648","77598","TX","Friendswood city, TX","Webster, TX",39,0.0009 
"48","27660","79035","TX","Friona city, TX","Friona, TX",4171,1 
"48","27684","75033","TX","Frisco city, TX","Frisco, TX",43337,0.2161 
"48","27684","75034","TX","Frisco city, TX","Frisco, TX",47734,0.2381 
"48","27684","75035","TX","Frisco city, TX","Frisco, TX",82596,0.4119 
"48","27684","75036","TX","Frisco city, TX","Frisco, TX",25792,0.1286 
"48","27684","75068","TX","Frisco city, TX","Little Elm, TX",456,0.0023 
"48","27684","75071","TX","Frisco city, TX","Mckinney, TX",229,0.0011 
"48","27684","75072","TX","Frisco city, TX","Mckinney, TX",365,0.0018 
"48","27696","79036","TX","Fritch city, TX","Fritch, TX",1859,1 
