"state","place","zcta","stab","PlaceName","ZIPName","pop20","afact"
"State code","Place code","ZIP census tabulation area","State abbr.","Place name","ZIP Code name","Total population (2020 Census)","place-to-zcta allocation factor"
"48","64472","76904","TX","San Angelo city, TX","San Angelo, TX",33423,0.3346 
"48","64472","76905","TX","San Angelo city, TX","San Angelo, TX",9453,0.0946 
"48","64472","76908","TX","San Angelo city, TX","Goodfellow AFB, TX",1515,0.0152 
"48","64472","76909","TX","San Angelo city, TX","San Angelo, TX",195,0.002 
"48","65000","78015","TX","San Antonio city, TX","Boerne, TX",3,0 
"48","65000","78023","TX","San Antonio city, TX","Helotes, TX",11657,0.0081 
"48","65000","78056","TX","San Antonio city, TX","Mico, TX",5,0 
"48","65000","78073","TX","San Antonio city, TX","Von Ormy, TX",957,0.0007 
"48","65000","78109","TX","San Antonio city, TX","Converse, TX",2376,0.0017 
"48","65000","78112","TX","San Antonio city, TX","Elmendorf, TX",298,0.0002 
"48","65000","78154","TX","San Antonio city, TX","Schertz, TX",17,0 
"48","65000","78201","TX","San Antonio city, TX","San Antonio, TX",39522,0.0275 
"48","65000","78202","TX","San Antonio city, TX","San Antonio, TX",11422,0.008 
"48","65000","78203","TX","San Antonio city, TX","San Antonio, TX",5872,0.0041 
"48","65000","78204","TX","San Antonio city, TX","San Antonio, TX",11298,0.0079 
"48","65000","78205","TX","San Antonio city, TX","San Antonio, TX",2339,0.0016 
"48","65000","78207","TX","San Antonio city, TX","San Antonio, TX",51705,0.036 
"48","65000","78208","TX","San Antonio city, TX","San Antonio, TX",3874,0.0027 
"48","65000","78209","TX","San Antonio city, TX","San Antonio, TX",30054,0.0209 
"48","65000","78210","TX","San Antonio city, TX","San Antonio, TX",33010,0.023 
"48","65000","78211","TX","San Antonio city, TX","San Antonio, TX",29976,0.0209 
"48","65000","78212","TX","San Antonio city, TX","San Antonio, TX",24558,0.0171 
"48","65000","78213","TX","San Antonio city, TX","San Antonio, TX",36555,0.0255 
"48","65000","78214","TX","San Antonio city, TX","San Antonio, TX",22649,0.0158 
"48","65000","78215","TX","San Antonio city, TX","San Antonio, TX",3644,0.0025 
"48","65000","78216","TX","San Antonio city, TX","San Antonio, TX",39965,0.0279 
"48","65000","78217","TX","San Antonio city, TX","San Antonio, TX",33562,0.0234 
"48","65000","78218","TX","San Antonio city, TX","San Antonio, TX",36010,0.0251 
"48","65000","78219","TX","San Antonio city, TX","San Antonio, TX",8023,0.0056 
"48","65000","78220","TX","San Antonio city, TX","San Antonio, TX",17569,0.0122 
"48","65000","78221","TX","San Antonio city, TX","San Antonio, TX",36237,0.0253 
"48","65000","78222","TX","San Antonio city, TX","San Antonio, TX",24417,0.017 
"48","65000","78223","TX","San Antonio city, TX","San Antonio, TX",49687,0.0346 
"48","65000","78224","TX","San Antonio city, TX","San Antonio, TX",21759,0.0152 
"48","65000","78225","TX","San Antonio city, TX","San Antonio, TX",12576,0.0088 
"48","65000","78226","TX","San Antonio city, TX","San Antonio, TX",7140,0.005 
"48","65000","78227","TX","San Antonio city, TX","San Antonio, TX",45827,0.0319 
"48","65000","78228","TX","San Antonio city, TX","San Antonio, TX",56357,0.0393 
"48","65000","78229","TX","San Antonio city, TX","San Antonio, TX",33135,0.0231 
"48","65000","78230","TX","San Antonio city, TX","San Antonio, TX",41401,0.0289 
"48","65000","78231","TX","San Antonio city, TX","San Antonio, TX",6866,0.0048 
"48","65000","78232","TX","San Antonio city, TX","San Antonio, TX",31266,0.0218 
"48","65000","78233","TX","San Antonio city, TX","San Antonio, TX",34223,0.0239 
"48","65000","78234","TX","San Antonio city, TX","Jbsa Ft Sam Houston, TX",7464,0.0052 
"48","65000","78235","TX","San Antonio city, TX","San Antonio, TX",2307,0.0016 
"48","65000","78236","TX","San Antonio city, TX","Jbsa Lackland, TX",288,0.0002 
"48","65000","78237","TX","San Antonio city, TX","San Antonio, TX",36019,0.0251 
"48","65000","78238","TX","San Antonio city, TX","San Antonio, TX",18736,0.0131 
"48","65000","78239","TX","San Antonio city, TX","San Antonio, TX",6014,0.0042 
"48","65000","78240","TX","San Antonio city, TX","San Antonio, TX",51858,0.0361 
"48","65000","78242","TX","San Antonio city, TX","San Antonio, TX",33294,0.0232 
"48","65000","78244","TX","San Antonio city, TX","San Antonio, TX",13096,0.0091 
"48","65000","78245","TX","San Antonio city, TX","San Antonio, TX",33479,0.0233 
"48","65000","78247","TX","San Antonio city, TX","San Antonio, TX",50876,0.0355 
"48","65000","78248","TX","San Antonio city, TX","San Antonio, TX",13825,0.0096 
"48","65000","78249","TX","San Antonio city, TX","San Antonio, TX",56343,0.0393 
"48","65000","78250","TX","San Antonio city, TX","San Antonio, TX",54933,0.0383 
"48","65000","78251","TX","San Antonio city, TX","San Antonio, TX",58173,0.0405 
"48","65000","78252","TX","San Antonio city, TX","San Antonio, TX",5793,0.004 
"48","65000","78253","TX","San Antonio city, TX","San Antonio, TX",2667,0.0019 
"48","65000","78254","TX","San Antonio city, TX","San Antonio, TX",23013,0.016 
"48","65000","78255","TX","San Antonio city, TX","San Antonio, TX",5438,0.0038 
"48","65000","78256","TX","San Antonio city, TX","San Antonio, TX",12644,0.0088 
"48","65000","78257","TX","San Antonio city, TX","San Antonio, TX",11529,0.008 
"48","65000","78258","TX","San Antonio city, TX","San Antonio, TX",45017,0.0314 
"48","65000","78259","TX","San Antonio city, TX","San Antonio, TX",25438,0.0177 
"48","65000","78260","TX","San Antonio city, TX","San Antonio, TX",6397,0.0045 
"48","65000","78263","TX","San Antonio city, TX","San Antonio, TX",24,0 
"48","65000","78264","TX","San Antonio city, TX","San Antonio, TX",701,0.0005 
"48","65000","78266","TX","San Antonio city, TX","San Antonio, TX",1448,0.001 
"48","65024","75972","TX","San Augustine city, TX","San Augustine, TX",1920,1 
"48","65036","78586","TX","San Benito city, TX","San Benito, TX",24861,1 
"48","65048","78542","TX","San Carlos CDP, TX","Edinburg, TX",3087,1 
"48","65049","78043","TX","San Carlos I CDP, TX","Laredo, TX",187,1 
"48","65050","78043","TX","San Carlos II CDP, TX","Laredo, TX",220,1 
"48","65066","76020","TX","Sanctuary town, TX","Azle, TX",337,1 
"48","65084","79848","TX","Sanderson CDP, TX","Sanderson, TX (PO boxes)",664,1 
"48","65168","78383","TX","Sandia CDP, TX","Sandia, TX",326,1 
"48","65180","78384","TX","San Diego city, TX","San Diego, TX",3748,1 
"48","65210","78584","TX","Sandoval CDP, TX","Roma, TX",37,1 
"48","65240","79720","TX","Sand Springs CDP, TX","Big Spring, TX",878,1 
"48","65342","78380","TX","Sandy Hollow-Escondidas CDP, TX","Robstown, TX",67,0.1959 
"48","65342","78383","TX","Sandy Hollow-Escondidas CDP, TX","Sandia, TX",275,0.8041 
"48","65344","78112","TX","Sandy Oaks city, TX","Elmendorf, TX",5075,1 
"48","65345","77583","TX","Sandy Point city, TX","Rosharon, TX",207,1 
"48","65360","79849","TX","San Elizario city, TX","San Elizario, TX",10115,0.9999 
"48","65360","79927","TX","San Elizario city, TX","El Paso, TX",1,0.0001 
"48","65372","77473","TX","San Felipe town, TX","San Felipe, TX (PO boxes)",39,0.0564 
"48","65372","77474","TX","San Felipe town, TX","Sealy, TX",652,0.9436 
"48","65378","78582","TX","San Fernando CDP, TX","Rio Grande City, TX",49,1 
"48","65384","79078","TX","Sanford town, TX","Sanford, TX (PO boxes)",132,1 
"48","65408","76266","TX","Sanger city, TX","Sanger, TX",8839,1 
"48","65432","78536","TX","San Isidro CDP, TX","Delmita, TX",123,0.6578 
"48","65432","78588","TX","San Isidro CDP, TX","San Isidro, TX",64,0.3422 
"48","65516","78589","TX","San Juan city, TX","San Juan, TX",35294,1 
"48","65532","78584","TX","San Juan CDP, TX","Roma, TX",203,1 
"48","65552","78652","TX","San Leanna village, TX","Manchaca, TX",145,0.2778 
"48","65552","78748","TX","San Leanna village, TX","Austin, TX",377,0.7222 
"48","65564","77539","TX","San Leon CDP, TX","Dickinson, TX",6135,1 
"48","65600","78656","TX","San Marcos city, TX","Maxwell, TX",19,0.0003 
"48","65600","78666","TX","San Marcos city, TX","San Marcos, TX",67534,0.9997 
"48","65612","78368","TX","San Patricio city, TX","Mathis, TX",384,1 
"48","65620","78520","TX","San Pedro CDP, TX","Brownsville, TX",442,1 
"48","65636","78580","TX","San Perlita city, TX","Raymondville, TX",74,0.1375 
"48","65636","78590","TX","San Perlita city, TX","San Perlita, TX (PO boxes)",464,0.8625 
"48","65648","76877","TX","San Saba city, TX","San Saba, TX",3117,1 
"48","65660","76106","TX","Sansom Park city, TX","Fort Worth, TX",151,0.0277 
"48","65660","76114","TX","Sansom Park city, TX","Fort Worth, TX",5303,0.9723 
"48","65672","76878","TX","Santa Anna town, TX","Santa Anna, TX",1014,1 
"48","65678","78591","TX","Santa Anna CDP, TX","Santa Elena, TX",12,1 
"48","65690","78124","TX","Santa Clara city, TX","Marion, TX",778,1 
"48","65708","78582","TX","Santa Cruz CDP, TX","Rio Grande City, TX",74,1 
"48","65726","77510","TX","Santa Fe city, TX","Santa Fe, TX",9846,0.7731 
"48","65726","77511","TX","Santa Fe city, TX","Alvin, TX",229,0.018 
"48","65726","77517","TX","Santa Fe city, TX","Santa Fe, TX",2403,0.1887 
"48","65726","77539","TX","Santa Fe city, TX","Dickinson, TX",257,0.0202 
"48","65744","78559","TX","Santa Maria CDP, TX","La Feria, TX",8,0.0123 
"48","65744","78592","TX","Santa Maria CDP, TX","Santa Maria, TX (PO boxes)",643,0.9877 
"48","65756","78569","TX","Santa Monica CDP, TX","Lyford, TX",86,1 
"48","65762","78642","TX","Santa Rita Ranch CDP, TX","Liberty Hill, TX",3152,1 
"48","65768","78593","TX","Santa Rosa town, TX","Santa Rosa, TX",2450,1 
"48","65774","78582","TX","Santa Rosa CDP, TX","Rio Grande City, TX",265,1 
"48","65777","78582","TX","Santel CDP, TX","Rio Grande City, TX",24,1 
"48","65780","76472","TX","Santo CDP, TX","Santo, TX",347,1 
"48","65792","78067","TX","San Ygnacio CDP, TX","San Ygnacio, TX",504,1 
"48","65864","77414","TX","Sargent CDP, TX","Bay City, TX",1212,1 
"48","65876","78385","TX","Sarita CDP, TX","Sarita, TX (PO boxes)",205,1 
"48","66000","76227","TX","Savannah CDP, TX","Aubrey, TX",6529,1 
"48","66008","75479","TX","Savoy city, TX","Savoy, TX",712,1 
"48","66089","78006","TX","Scenic Oaks CDP, TX","Boerne, TX",5290,0.5058 
"48","66089","78255","TX","Scenic Oaks CDP, TX","San Antonio, TX",5168,0.4942 
"48","66128","78108","TX","Schertz city, TX","Cibolo, TX",11334,0.2698 
"48","66128","78124","TX","Schertz city, TX","Marion, TX",28,0.0007 
"48","66128","78132","TX","Schertz city, TX","New Braunfels, TX",344,0.0082 
"48","66128","78154","TX","Schertz city, TX","Schertz, TX",30296,0.7213 
"48","66188","78956","TX","Schulenburg city, TX","Schulenburg, TX",2633,1 
"48","66248","78537","TX","Scissors CDP, TX","Donna, TX",3758,1 
"48","66284","76379","TX","Scotland city, TX","Scotland, TX",413,1 
"48","66332","75672","TX","Scottsville city, TX","Marshall, TX",334,1 
"48","66368","75158","TX","Scurry town, TX","Scurry, TX",688,1 
"48","66392","77586","TX","Seabrook city, TX","Seabrook, TX",13618,1 
"48","66416","77983","TX","Seadrift city, TX","Seadrift, TX",995,1 
"48","66428","75159","TX","Seagoville city, TX","Seagoville, TX",18421,0.9986 
"48","66428","75253","TX","Seagoville city, TX","Dallas, TX",25,0.0014 
"48","66440","79359","TX","Seagraves city, TX","Seagraves, TX",2153,1 
"48","66464","77474","TX","Sealy city, TX","Sealy, TX",6839,1 
"48","66512","78594","TX","Sebastian CDP, TX","Sebastian, TX (PO boxes)",1684,1 
"48","66536","78852","TX","Seco Mines CDP, TX","Eagle Pass, TX",572,1 
"48","66644","78155","TX","Seguin city, TX","Seguin, TX",29433,1 
"48","66686","75002","TX","Seis Lagos CDP, TX","Allen, TX",219,0.151 
"48","66686","75098","TX","Seis Lagos CDP, TX","Wylie, TX",1231,0.849 
"48","66704","78154","TX","Selma city, TX","Schertz, TX",10952,1 
"48","66764","79360","TX","Seminole city, TX","Seminole, TX",6988,1 
"48","66806","78628","TX","Serenada CDP, TX","Georgetown, TX",2098,1 
"48","66848","79072","TX","Seth Ward CDP, TX","Plainview, TX",1603,1 
"48","66884","77351","TX","Seven Oaks city, TX","Livingston, TX",68,1 
"48","66908","75143","TX","Seven Points city, TX","Kemp, TX",1370,1 
"48","66968","76380","TX","Seymour city, TX","Seymour, TX",2575,1 
"48","67010","75757","TX","Shadybrook CDP, TX","Bullard, TX",2400,1 
"48","67082","78739","TX","Shady Hollow CDP, TX","Austin, TX",2911,0.6037 
"48","67082","78748","TX","Shady Hollow CDP, TX","Austin, TX",1911,0.3963 
"48","67100","75065","TX","Shady Shores town, TX","Lake Dallas, TX",2,0.0007 
"48","67100","76208","TX","Shady Shores town, TX","Denton, TX",2762,0.9993 
"48","67136","79363","TX","Shallowater city, TX","Shallowater, TX",2964,1 
"48","67160","79079","TX","Shamrock city, TX","Shamrock, TX",1789,1 
"48","67268","78230","TX","Shavano Park city, TX","San Antonio, TX",744,0.2111 
"48","67268","78231","TX","Shavano Park city, TX","San Antonio, TX",2127,0.6036 
"48","67268","78249","TX","Shavano Park city, TX","San Antonio, TX",653,0.1853 
"48","67340","79781","TX","Sheffield CDP, TX","Sheffield, TX (PO boxes)",174,1 
"48","67364","75935","TX","Shelbyville CDP, TX","Center, TX",10,0.1 
"48","67364","75973","TX","Shelbyville CDP, TX","Shelbyville, TX",90,0.9 
"48","67376","77049","TX","Sheldon CDP, TX","Houston, TX",2361,1 
"48","67400","77380","TX","Shenandoah city, TX","Spring, TX",6,0.0017 
"48","67400","77381","TX","Shenandoah city, TX","Spring, TX",2101,0.6005 
"48","67400","77384","TX","Shenandoah city, TX","Conroe, TX",798,0.2281 
"48","67400","77385","TX","Shenandoah city, TX","Conroe, TX",594,0.1698 
"48","67424","77371","TX","Shepherd city, TX","Shepherd, TX",2105,1 
"48","67472","77475","TX","Sheridan CDP, TX","Sheridan, TX (PO boxes)",520,1 
"48","67496","75090","TX","Sherman city, TX","Sherman, TX",20347,0.4662 
"48","67496","75092","TX","Sherman city, TX","Sherman, TX",23266,0.5331 
"48","67496","75459","TX","Sherman city, TX","Howe, TX",32,0.0007 
"48","67554","76245","TX","Sherwood Shores CDP, TX","Gordonville, TX",1165,1 
"48","67640","77984","TX","Shiner city, TX","Shiner, TX",2127,1 
"48","67664","77831","TX","Shiro CDP, TX","Bedias, TX",14,0.0697 
"48","67664","77873","TX","Shiro CDP, TX","Richards, TX",161,0.801 
"48","67664","77876","TX","Shiro CDP, TX","Shiro, TX (PO boxes)",26,0.1294 
"48","67688","77571","TX","Shoreacres city, TX","La Porte, TX",1566,1 
"48","67763","77459","TX","Sienna CDP, TX","Missouri City, TX",19546,0.9674 
"48","67763","77583","TX","Sienna CDP, TX","Rosharon, TX",658,0.0326 
"48","67772","79851","TX","Sierra Blanca CDP, TX","Sierra Blanca, TX (PO boxes)",315,1 
"48","67775","78852","TX","Siesta Acres CDP, TX","Eagle Pass, TX",1866,1 
"48","67778","78076","TX","Siesta Shores CDP, TX","Zapata, TX",1450,1 
"48","67832","77656","TX","Silsbee city, TX","Silsbee, TX",6935,1 
"48","67904","79257","TX","Silverton city, TX","Silverton, TX",629,1 
"48","67964","77476","TX","Simonton city, TX","Simonton, TX (PO boxes)",174,0.2689 
"48","67964","77485","TX","Simonton city, TX","Wallis, TX",473,0.7311 
"48","68036","78387","TX","Sinton city, TX","Sinton, TX",5504,1 
"48","68120","79080","TX","Skellytown town, TX","Skellytown, TX",394,1 
"48","68132","78389","TX","Skidmore CDP, TX","Skidmore, TX",863,1 
"48","68180","79364","TX","Slaton city, TX","Slaton, TX",5858,1 
"48","68300","78159","TX","Smiley city, TX","Smiley, TX",475,1 
"48","68456","78957","TX","Smithville city, TX","Smithville, TX",3922,1 
"48","68504","79367","TX","Smyer town, TX","Smyer, TX (PO boxes)",441,1 
"48","68576","77878","TX","Snook city, TX","Snook, TX (PO boxes)",388,0.7668 
"48","68576","77879","TX","Snook city, TX","Somerville, TX",118,0.2332 
"48","68624","79549","TX","Snyder city, TX","Snyder, TX",11438,1 
"48","68636","79836","TX","Socorro city, TX","Clint, TX",5,0.0001 
"48","68636","79849","TX","Socorro city, TX","San Elizario, TX",18,0.0005 
"48","68636","79927","TX","Socorro city, TX","El Paso, TX",34274,0.9991 
"48","68636","79928","TX","Socorro city, TX","El Paso, TX",9,0.0003 
"48","68678","78559","TX","Solis CDP, TX","La Feria, TX",722,1 
"48","68708","78069","TX","Somerset city, TX","Somerset, TX",1730,0.9852 
"48","68708","78073","TX","Somerset city, TX","Von Ormy, TX",26,0.0148 
"48","68720","77879","TX","Somerville city, TX","Somerville, TX",1312,1 
"48","68756","76950","TX","Sonora city, TX","Sonora, TX",2502,1 
"48","68762","76537","TX","Sonterra CDP, TX","Jarrell, TX",7679,1 
"48","68828","77659","TX","Sour Lake city, TX","Sour Lake, TX",1773,1 
"48","68846","78516","TX","South Alamo CDP, TX","Alamo, TX",3414,1 
"48","68966","78361","TX","South Fork Estates CDP, TX","Hebbronville, TX",136,1 
"48","68978","77474","TX","South Frydek city, TX","Sealy, TX",207,1 
"48","69020","77587","TX","South Houston city, TX","South Houston, TX",16153,1 
"48","69032","76092","TX","Southlake city, TX","Southlake, TX",31240,0.9992 
"48","69032","76248","TX","Southlake city, TX","Keller, TX",25,0.0008 
"48","69072","78372","TX","South La Paloma CDP, TX","Orange Grove, TX",347,1 
"48","69104","75092","TX","Southmayd city, TX","Sherman, TX",588,0.6012 
"48","69104","75459","TX","Southmayd city, TX","Howe, TX",11,0.0112 
"48","69104","76268","TX","Southmayd city, TX","Southmayd, TX (PO boxes)",220,0.2249 
"48","69104","76273","TX","Southmayd city, TX","Whitesboro, TX",159,0.1626 
"48","69120","76528","TX","South Mountain town, TX","Gatesville, TX",411,1 
"48","69140","78597","TX","South Padre Island town, TX","South Padre Island, TX",2066,1 
"48","69194","78521","TX","South Point CDP, TX","Brownsville, TX",1014,1 
"48","69272","77005","TX","Southside Place city, TX","Houston, TX",1182,0.6441 
"48","69272","77025","TX","Southside Place city, TX","Houston, TX",653,0.3559 
"48","69326","75932","TX","South Toledo Bend CDP, TX","Burkeville, TX",434,1 
"48","69353","79756","TX","Southwest Sandhill CDP, TX","Monahans, TX",1666,1 
"48","69380","79369","TX","Spade CDP, TX","Spade, TX (PO boxes)",71,1 
"48","69432","79928","TX","Sparks CDP, TX","El Paso, TX",4760,1 
"48","69476","79081","TX","Spearman city, TX","Spearman, TX",3171,1 
"48","69548","77372","TX","Splendora city, TX","Splendora, TX",1683,1 
"48","69560","78832","TX","Spofford city, TX","Brackettville, TX",41,1 
"48","69596","77373","TX","Spring CDP, TX","Spring, TX",62559,1 
"48","69608","78070","TX","Spring Branch city, TX","Spring Branch, TX",206,1 
"48","69708","78380","TX","Spring Gardens CDP, TX","Robstown, TX",497,1 
"48","69764","79082","TX","Springlake town, TX","Springlake, TX",145,1 
"48","69800","76082","TX","Springtown city, TX","Springtown, TX",3064,1 
"48","69830","77024","TX","Spring Valley Village city, TX","Houston, TX",343,0.0811 
"48","69830","77055","TX","Spring Valley Village city, TX","Houston, TX",3886,0.9189 
"48","69848","79370","TX","Spur city, TX","Spur, TX",863,1 
"48","69908","77031","TX","Stafford city, TX","Houston, TX",16,0.0009 
"48","69908","77477","TX","Stafford city, TX","Stafford, TX",17558,0.9939 
"48","69908","77478","TX","Stafford city, TX","Sugar Land, TX",83,0.0047 
"48","69908","77489","TX","Stafford city, TX","Missouri City, TX",9,0.0005 
"48","69932","77355","TX","Stagecoach town, TX","Magnolia, TX",580,1 
"48","69980","79521","TX","Stamford city, TX","Haskell, TX",33,0.0114 
"48","69980","79553","TX","Stamford city, TX","Stamford, TX",2874,0.9886 
"48","70040","79782","TX","Stanton city, TX","Stanton, TX",2657,1 
"48","70052","78638","TX","Staples city, TX","Kingsbury, TX",20,0.1036 
"48","70052","78655","TX","Staples city, TX","Martindale, TX",98,0.5078 
"48","70052","78670","TX","Staples city, TX","Staples, TX (PO boxes)",75,0.3886 
"48","70076","75148","TX","Star Harbor city, TX","Malakoff, TX",482,1 
"48","70154","78732","TX","Steiner Ranch CDP, TX","Austin, TX",16713,1 
"48","70208","76401","TX","Stephenville city, TX","Stephenville, TX",19917,0.9531 
"48","70208","76402","TX","Stephenville city, TX","Stephenville, TX",980,0.0469 
"48","70232","76951","TX","Sterling City city, TX","Sterling City, TX",1121,1 
"48","70340","79083","TX","Stinnett city, TX","Stinnett, TX",1650,1 
"48","70376","78160","TX","Stockdale city, TX","Stockdale, TX",1413,1 
"48","70406","76048","TX","Stockton Bend city, TX","Granbury, TX",225,0.5921 
"48","70406","76049","TX","Stockton Bend city, TX","Granbury, TX",155,0.4079 
"48","70460","78624","TX","Stonewall CDP, TX","Fredericksburg, TX",40,0.0887 
"48","70460","78671","TX","Stonewall CDP, TX","Stonewall, TX",411,0.9113 
"48","70520","77661","TX","Stowell CDP, TX","Stowell, TX (PO boxes)",429,0.2461 
"48","70520","77665","TX","Stowell CDP, TX","Winnie, TX",1314,0.7539 
"48","70544","79084","TX","Stratford city, TX","Stratford, TX",1939,1 
"48","70580","76475","TX","Strawn city, TX","Strawn, TX",540,1 
"48","70604","75859","TX","Streetman town, TX","Streetman, TX",248,1 
"48","70688","79852","TX","Study Butte CDP, TX","Terlingua, TX",200,1 
"48","70772","79371","TX","Sudan city, TX","Sudan, TX",940,1 
"48","70808","77469","TX","Sugar Land city, TX","Richmond, TX",23,0.0002 
"48","70808","77477","TX","Sugar Land city, TX","Stafford, TX",8,0.0001 
"48","70808","77478","TX","Sugar Land city, TX","Sugar Land, TX",24369,0.2195 
"48","70808","77479","TX","Sugar Land city, TX","Sugar Land, TX",73534,0.6623 
"48","70808","77498","TX","Sugar Land city, TX","Sugar Land, TX",13092,0.1179 
"48","70868","78565","TX","Sullivan City city, TX","Los Ebanos, TX (PO boxes)",28,0.0072 
"48","70868","78595","TX","Sullivan City city, TX","Sullivan City, TX",3880,0.9928 
"48","70904","75482","TX","Sulphur Springs city, TX","Sulphur Springs, TX",15941,1 
"48","70940","79085","TX","Summerfield CDP, TX","Summerfield, TX",34,1 
"48","71060","79336","TX","Sundown city, TX","Levelland, TX",73,0.0569 
"48","71060","79372","TX","Sundown city, TX","Sundown, TX (PO boxes)",1210,0.9431 
"48","71156","75149","TX","Sunnyvale town, TX","Mesquite, TX",104,0.0132 
"48","71156","75182","TX","Sunnyvale town, TX","Sunnyvale, TX",7789,0.9868 
"48","71180","79086","TX","Sunray city, TX","Sunray, TX",1707,1 
"48","71228","78643","TX","Sunrise Beach Village city, TX","Llano, TX",739,1 
"48","71236","75758","TX","Sunrise Shores CDP, TX","Chandler, TX",598,1 
"48","71264","76270","TX","Sunset CDP, TX","Sunset, TX",543,1 
"48","71274","78584","TX","Sunset CDP, TX","Roma, TX",34,1 
"48","71289","78045","TX","Sunset Acres CDP, TX","Laredo, TX",4,1 
"48","71324","78735","TX","Sunset Valley city, TX","Austin, TX",35,0.0512 
"48","71324","78745","TX","Sunset Valley city, TX","Austin, TX",648,0.9488 
"48","71356","75462","TX","Sun Valley city, TX","Paris, TX",70,1 
"48","71384","77541","TX","Surfside Beach city, TX","Freeport, TX",640,1 
"48","71492","77480","TX","Sweeny city, TX","Sweeny, TX",3626,1 
"48","71540","79556","TX","Sweetwater city, TX","Sweetwater, TX",10622,1 
"48","71636","79560","TX","Sylvester CDP, TX","Sylvester, TX",52,1 
"48","71684","78390","TX","Taft city, TX","Taft, TX",2801,1 
"48","71696","78390","TX","Taft Southwest CDP, TX","Taft, TX",1296,1 
"48","71708","79373","TX","Tahoka city, TX","Tahoka, TX",2375,1 
"48","71732","75487","TX","Talco city, TX","Talco, TX",494,1 
"48","71756","75126","TX","Talty town, TX","Forney, TX",1367,0.5468 
"48","71756","75160","TX","Talty town, TX","Terrell, TX",1133,0.4532 
"48","71820","78043","TX","Tanquecitos South Acres CDP, TX","Laredo, TX",229,1 
"48","71824","78043","TX","Tanquecitos South Acres II CDP, TX","Laredo, TX",60,1 
"48","71924","75691","TX","Tatum city, TX","Tatum, TX",1342,1 
"48","71948","76574","TX","Taylor city, TX","Taylor, TX",16258,0.9994 
"48","71948","78634","TX","Taylor city, TX","Hutto, TX",9,0.0006 
"48","71960","77586","TX","Taylor Lake Village city, TX","Seabrook, TX",3704,1 
"48","71966","77705","TX","Taylor Landing city, TX","Beaumont, TX",278,1 
"48","72020","75860","TX","Teague city, TX","Teague, TX",3384,1 
"48","72080","76686","TX","Tehuacana town, TX","Tehuacana, TX (PO boxes)",228,1 
"48","72176","76501","TX","Temple city, TX","Temple, TX",12903,0.1572 
"48","72176","76502","TX","Temple city, TX","Temple, TX",43320,0.5278 
"48","72176","76504","TX","Temple city, TX","Temple, TX",24102,0.2937 
"48","72176","76513","TX","Temple city, TX","Belton, TX",1711,0.0208 
"48","72176","76579","TX","Temple city, TX","Troy, TX",37,0.0005 
"48","72188","75974","TX","Tenaha town, TX","Tenaha, TX",989,1 
"48","72248","79852","TX","Terlingua CDP, TX","Terlingua, TX",78,1 
"48","72284","75160","TX","Terrell city, TX","Terrell, TX",17171,0.9832 
"48","72284","75161","TX","Terrell city, TX","Terrell, TX",294,0.0168 
"48","72296","78209","TX","Terrell Hills city, TX","San Antonio, TX",5045,1 
"48","72368","75501","TX","Texarkana city, TX","Texarkana, TX",15414,0.4259 
"48","72368","75503","TX","Texarkana city, TX","Texarkana, TX",20779,0.5741 
"48","72392","77518","TX","Texas City city, TX","Bacliff, TX",13,0.0003 
"48","72392","77539","TX","Texas City city, TX","Dickinson, TX",1812,0.0349 
"48","72392","77568","TX","Texas City city, TX","La Marque, TX",2257,0.0435 
"48","72392","77590","TX","Texas City city, TX","Texas City, TX",30469,0.5871 
"48","72392","77591","TX","Texas City city, TX","Texas City, TX",17347,0.3343 
"48","72464","73960","TX","Texhoma city, TX","Texhoma, TX (PO boxes)",35,0.1357 
"48","72464","79086","TX","Texhoma city, TX","Sunray, TX",223,0.8643 
"48","72476","79087","TX","Texline town, TX","Texline, TX",448,1 
"48","72530","75036","TX","The Colony city, TX","Frisco, TX",36,0.0008 
"48","72530","75056","TX","The Colony city, TX","The Colony, TX",44498,0.9992 
"48","72578","78738","TX","The Hills village, TX","Austin, TX",2613,1 
"48","72581","76009","TX","The Homesteads CDP, TX","Alvarado, TX",3890,1 
"48","72656","77354","TX","The Woodlands CDP, TX","Magnolia, TX",2384,0.0208 
"48","72656","77375","TX","The Woodlands CDP, TX","Tomball, TX",6247,0.0546 
"48","72656","77380","TX","The Woodlands CDP, TX","Spring, TX",17089,0.1493 
"48","72656","77381","TX","The Woodlands CDP, TX","Spring, TX",32393,0.2831 
"48","72656","77382","TX","The Woodlands CDP, TX","Spring, TX",37267,0.3257 
"48","72656","77384","TX","The Woodlands CDP, TX","Conroe, TX",5020,0.0439 
"48","72656","77385","TX","The Woodlands CDP, TX","Conroe, TX",3913,0.0342 
"48","72656","77389","TX","The Woodlands CDP, TX","Spring, TX",10123,0.0885 
"48","72740","77469","TX","Thompsons town, TX","Richmond, TX",80,0.5128 
"48","72740","77481","TX","Thompsons town, TX","Thompsons, TX (PO boxes)",76,0.4872 
"48","72758","78361","TX","Thompsonville CDP, TX","Hebbronville, TX",26,1 
"48","72776","76577","TX","Thorndale city, TX","Thorndale, TX",1259,0.9968 
"48","72776","76578","TX","Thorndale city, TX","Thrall, TX",4,0.0032 
"48","72788","76687","TX","Thornton town, TX","Thornton, TX",421,1 
"48","72800","79756","TX","Thorntonville town, TX","Monahans, TX",561,1 
